Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,Height (Inches),height_scaled,weight_scaled,DBSCAN Results,IsolationForest Results,Height-Weight PCA,PCA Z-Score Results
Aaron Gordon,ORL,24,6-8,235,Arizona,USA,2014,1,4,62,14.4,7.7,3.7,-1.2,5.0%,18.1%,20.5%,51.6%,16.5%,80,0.49105859618326075,0.7358747310870706,Core Data,Core Data,0.8675728757766233,Core Data
Aaron Holiday,IND,23,6-0,185,UCLA,USA,2018,1,23,66,9.5,2.4,3.4,2.2,1.3%,7.7%,18.2%,52.1%,18.8%,72,-1.8518500611420516,-1.33409087959601,Core Data,Core Data,-2.252800443655733,Core Data
Abdel Nader,OKC,26,6-5,225,Iowa State,Egypt,2016,2,58,55,6.3,1.8,0.7,-4.2,1.6%,9.5%,16.4%,59.1%,6.8%,77,-0.3875321503137314,0.3218816089504544,Core Data,Core Data,-0.04642194298654255,Core Data
Adam Mokoka,CHI,21,6-5,190,None,France,Undrafted,Undrafted,Undrafted,11,2.9,0.9,0.4,17.1,5.7%,2.9%,11.0%,53.8%,4.3%,77,-0.3875321503137314,-1.127094318527702,Core Data,Core Data,-1.0710026470824139,Core Data
Admiral Schofield,WAS,23,6-5,241,Tennessee,United Kingdo...,2019,2,42,33,3.0,1.4,0.5,-7.1,1.7%,10.6%,11.8%,50.2%,5.7%,77,-0.3875321503137314,0.9842706043690402,Core Data,Core Data,0.4219578074572844,Core Data
Al Horford,PHI,34,6-9,240,Florida,Dominican Rep...,2007,1,3,67,11.9,6.8,4.0,3.3,5.1%,17.1%,17.3%,53.6%,18.7%,81,0.7839221783489247,0.9428712921553787,Core Data,Core Data,1.221027372702244,Core Data
Al-Farouq Aminu,ORL,29,6-8,220,Wake Forest,USA,2010,1,8,18,4.3,4.8,1.2,-5.4,5.3%,15.8%,12.7%,39.5%,8.8%,80,0.49105859618326075,0.11488504788214636,Core Data,Core Data,0.4284668597355356,Core Data
Alec Burks,PHI,28,6-6,214,Colorado,USA,2011,1,12,66,15.0,4.3,2.9,-6.3,2.5%,13.1%,23.0%,56.1%,17.9%,78,-0.09466856814806733,-0.13351082539982334,Core Data,Core Data,-0.1613471965047489,Core Data
Alen Smailagic,GSW,19,6-10,215,None,Serbia,2019,2,39,14,4.2,1.9,0.9,-3.0,7.7%,11.0%,17.5%,61.0%,13.3%,82,1.0767857605145887,-0.09211151318616172,Core Data,Core Data,0.696269837545689,Core Data
Alex Caruso,LAL,26,6-5,186,Texas A&M,USA,Undrafted,Undrafted,Undrafted,64,5.5,1.9,1.9,9.8,1.4%,8.5%,13.6%,52.5%,13.8%,77,-0.3875321503137314,-1.2926915673823485,Core Data,Core Data,-1.1880975846933706,Core Data
Alex Len,SAC,27,7-0,250,Maryland,Ukraine,2013,1,5,55,8.0,5.8,0.9,-5.4,9.4%,20.2%,17.6%,60.0%,8.3%,84,1.662512924845917,1.3568644142919948,Core Data,Core Data,2.13502219146541,Core Data
Alfonzo McKinnie,CLE,27,6-7,215,None,USA,Undrafted,Undrafted,Undrafted,40,4.6,2.8,0.4,-7.4,6.1%,13.1%,14.7%,49.3%,3.2%,79,0.1981950140175967,-0.09211151318616172,Core Data,Core Data,0.075012362809915,Core Data
Alize Johnson,IND,24,6-7,212,Missouri State,USA,2018,2,50,17,2.0,2.8,0.4,8.9,12.2%,24.1%,13.3%,50.9%,7.5%,79,0.1981950140175967,-0.21630944982714656,Core Data,Core Data,-0.012808840398302572,Core Data
Allen Crabbe,MIN,28,6-5,212,California,USA,2013,2,31,37,4.6,2.1,0.9,-15.0,1.4%,9.8%,12.2%,47.0%,7.3%,77,-0.3875321503137314,-0.21630944982714656,Core Data,Core Data,-0.42698049022215195,Core Data
Allonzo Trier,NYK,24,6-4,200,Arizona,USA,Undrafted,Undrafted,Undrafted,24,6.5,1.2,1.2,-11.1,1.8%,7.8%,20.8%,62.0%,16.4%,76,-0.6803957324793954,-0.7131011963910859,Core Data,Core Data,-0.9853511279669469,Core Data
Amile Jefferson,ORL,27,6-9,222,Duke,USA,Undrafted,Undrafted,Undrafted,18,0.8,1.3,0.2,8.5,11.2%,16.3%,12.9%,37.2%,7.8%,81,0.7839221783489247,0.1976836723094696,Core Data,Core Data,0.6941001534529386,Core Data
Amir Coffey,LAC,23,6-7,210,None,USA,Undrafted,Undrafted,Undrafted,18,3.2,0.9,0.8,-0.5,2.5%,6.6%,17.4%,49.3%,13.9%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Andre Drummond,CLE,26,6-10,279,Connecticut,USA,2012,1,9,57,17.7,15.2,2.7,-5.0,12.9%,33.6%,25.3%,55.3%,13.3%,82,1.0767857605145887,2.5574444684881814,Core Data,Core Data,2.5697888393209967,Core Data
Andre Iguodala,MIA,36,6-6,215,Arizona,USA,2004,1,9,21,4.6,3.7,2.4,-1.9,4.0%,13.2%,12.1%,50.7%,18.1%,78,-0.09466856814806733,-0.09211151318616172,Core Data,Core Data,-0.1320734621020097,Core Data
Andre Roberson,OKC,28,6-7,210,Colorado,USA,2013,1,26,7,2.9,3.9,0.6,-1.1,6.5%,20.4%,14.5%,33.5%,7.4%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Andrew Wiggins,GSW,25,6-7,197,Kansas,Canada,2014,1,1,54,21.8,5.1,3.7,-5.1,3.3%,11.0%,26.9%,53.6%,18.0%,79,0.1981950140175967,-0.8372991330320708,Core Data,Core Data,-0.4519148564393904,Core Data
Anfernee Simons,POR,21,6-3,181,None,USA,2018,1,24,70,8.3,2.2,1.4,-7.6,1.5%,8.0%,18.0%,50.2%,9.8%,75,-0.9732593146450594,-1.4996881284506567,Core Data,Core Data,-1.748637906530916,Core Data
Ante Zizic,CLE,23,6-10,266,None,Croatia,2016,1,23,22,4.4,3.0,0.3,1.3,8.4%,21.1%,16.8%,59.7%,3.8%,82,1.0767857605145887,2.0192534097105805,Core Data,Core Data,2.189230292085387,Core Data
Anthony Davis,LAL,27,6-10,253,Kentucky,USA,2012,1,1,62,26.1,9.3,3.2,5.0,6.5%,19.7%,28.4%,61.0%,15.3%,82,1.0767857605145887,1.4810623509329797,Core Data,Core Data,1.8086717448497782,Core Data
Anthony Tolliver,MEM,35,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,55,3.6,2.8,0.8,-6.0,3.5%,13.0%,10.8%,51.3%,6.4%,80,0.49105859618326075,0.9428712921553787,Core Data,Core Data,1.0139415477903193,Core Data
Antonius Cleveland,DAL,26,6-5,195,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,11,1.0,0.6,0.1,-7.8,3.7%,12.2%,15.9%,34.0%,3.4%,77,-0.3875321503137314,-0.920097757459394,Core Data,Core Data,-0.9246339750687181,Core Data
Anzejs Pasecniks,WAS,24,7-2,229,None,Latvia,2017,1,25,27,5.8,4.0,0.7,0.2,8.6%,15.3%,15.1%,55.1%,5.8%,86,2.248240089177245,0.48747885780510086,Outlier,Core Data,1.9344454188317366,Core Data
Aron Baynes,PHX,33,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,42,11.5,5.6,1.6,-1.5,7.5%,17.8%,20.5%,58.1%,10.8%,82,1.0767857605145887,1.770857536428611,Core Data,Core Data,2.0135878856689526,Core Data
Austin Rivers,HOU,27,6-3,200,Duke,USA,2012,1,10,68,8.8,2.6,1.7,2.6,1.6%,8.9%,15.3%,54.2%,9.8%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Avery Bradley,LAL,29,6-3,180,Texas,USA,2010,1,19,49,8.6,2.3,1.3,7.4,1.5%,7.7%,15.3%,53.7%,7.0%,75,-0.9732593146450594,-1.5410874406643182,Core Data,Core Data,-1.7779116409336553,Core Data
BJ Johnson,ORL,24,6-7,200,None,USA,Undrafted,Undrafted,Undrafted,10,3.0,1.5,0.3,-8.1,3.3%,13.6%,20.1%,41.2%,5.9%,79,0.1981950140175967,-0.7131011963910859,Core Data,Core Data,-0.36409365323117276,Core Data
Bam Adebayo,MIA,22,6-9,255,Kentucky,USA,2017,1,14,72,15.9,10.2,5.1,5.0,7.7%,22.4%,21.2%,59.8%,23.8%,81,0.7839221783489247,1.5638609753603028,Core Data,Core Data,1.6601333887433318,Core Data
Ben McLemore,HOU,27,6-3,195,Kansas,USA,2013,1,7,71,10.1,2.2,0.8,5.0,1.2%,7.9%,15.7%,62.2%,5.0%,75,-0.9732593146450594,-0.920097757459394,Core Data,Core Data,-1.3388056248925675,Core Data
Ben Simmons,PHI,23,6-10,240,Louisiana State,Australia,2016,1,1,57,16.4,7.8,8.0,1.7,5.4%,15.9%,20.6%,60.2%,33.5%,82,1.0767857605145887,0.9428712921553787,Core Data,Core Data,1.4281131976141688,Core Data
Bismack Biyombo,CHA,27,6-8,255,None,Democratic Re...,2011,1,7,53,7.4,5.8,0.9,-6.6,11.2%,17.8%,16.8%,57.0%,7.9%,80,0.49105859618326075,1.5638609753603028,Core Data,Core Data,1.453047563831407,Core Data
Blake Griffin,DET,31,6-9,250,Oklahoma,USA,2009,1,1,18,15.5,4.7,3.3,-2.6,3.2%,12.8%,27.7%,47.6%,18.4%,81,0.7839221783489247,1.3568644142919948,Core Data,Core Data,1.5137647167296358,Core Data
Boban Marjanovic,DAL,31,7-4,290,None,Serbia,Undrafted,Undrafted,Undrafted,44,6.6,4.5,0.5,5.5,15.8%,29.8%,25.8%,61.2%,7.3%,88,2.833967253508573,3.012836902838459,Outlier,Outlier,4.134314867222676,Outlier
Bobby Portis,NYK,25,6-10,250,Arkansas,USA,2015,1,22,66,10.1,5.1,1.5,-7.9,5.3%,18.0%,20.7%,53.0%,11.2%,82,1.0767857605145887,1.3568644142919948,Core Data,Core Data,1.7208505416415605,Core Data
Bogdan Bogdanovic,SAC,27,6-6,220,None,Serbia,2014,1,27,61,15.1,3.4,3.4,-1.7,1.4%,10.5%,22.1%,56.5%,18.4%,78,-0.09466856814806733,0.11488504788214636,Core Data,Core Data,0.014295209911686231,Core Data
Bojan Bogdanovic,UTA,31,6-8,226,None,Croatia,2011,2,31,63,20.2,4.1,2.1,5.5,2.0%,10.0%,25.2%,60.3%,9.9%,80,0.49105859618326075,0.36328092116411603,Core Data,Core Data,0.6041092661519707,Core Data
Bol Bol,DEN,20,7-2,220,Oregon,Sudan,2019,2,44,7,5.7,2.7,0.9,-9.8,5.7%,17.1%,20.6%,61.7%,10.3%,86,2.248240089177245,0.11488504788214636,Outlier,Core Data,1.670981809207084,Core Data
Brad Wanamaker,BOS,30,6-3,210,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,71,6.9,2.0,2.5,5.0,1.6%,8.2%,15.2%,57.7%,18.1%,75,-0.9732593146450594,-0.2991080742544698,Core Data,Core Data,-0.8996996088514798,Core Data
Bradley Beal,WAS,27,6-3,207,Florida,USA,2012,1,3,57,30.5,4.2,6.1,-4.5,2.4%,9.5%,33.8%,57.9%,28.5%,75,-0.9732593146450594,-0.4233060108954546,Core Data,Core Data,-0.9875208120596973,Core Data
Brandon Clarke,MEM,23,6-8,215,Gonzaga,Canada,2019,1,21,58,12.1,5.9,1.4,-0.1,6.7%,17.7%,18.0%,66.3%,9.2%,80,0.49105859618326075,-0.09211151318616172,Core Data,Core Data,0.2820981877218397,Core Data
Brandon Goodwin,ATL,24,6-0,180,None,USA,Undrafted,Undrafted,Undrafted,34,6.1,2.1,1.5,-13.8,2.3%,13.2%,22.0%,50.7%,20.8%,72,-1.8518500611420516,-1.5410874406643182,Core Data,Core Data,-2.3991691156694293,Core Data
Brandon Ingram,NOP,22,6-7,190,Duke,USA,2016,1,2,62,23.8,6.1,4.2,-1.3,2.3%,14.4%,27.5%,58.7%,19.2%,79,0.1981950140175967,-1.127094318527702,Core Data,Core Data,-0.6568309972585645,Core Data
Brandon Knight,DET,28,6-2,182,Kentucky,USA,2011,1,8,25,7.3,1.6,2.8,-7.6,0.9%,9.3%,20.7%,50.3%,21.6%,74,-1.2661228968107234,-1.458288816236995,Core Data,Core Data,-1.9264499970401014,Core Data
Brian Bowen II,IND,21,6-6,190,None,USA,Undrafted,Undrafted,Undrafted,6,1.0,1.2,0.0,15.7,3.2%,16.2%,14.3%,30.0%,0.0%,78,-0.09466856814806733,-1.127094318527702,Core Data,Core Data,-0.8639168221704893,Core Data
Brook Lopez,MIL,32,7-0,282,Stanford,USA,2008,1,10,68,12.0,4.6,1.5,12.0,3.1%,11.8%,18.1%,55.1%,7.3%,84,1.662512924845917,2.6816424051291663,Core Data,Core Data,3.0717816923530634,Outlier
Bruce Brown,DET,23,6-4,202,Miami,USA,2018,2,42,58,8.9,4.7,4.0,-4.3,3.8%,13.1%,15.9%,51.8%,20.8%,76,-0.6803957324793954,-0.6303025719637627,Core Data,Core Data,-0.9268036591614686,Core Data
Bruno Caboclo,HOU,24,6-9,218,None,Brazil,2014,1,20,30,3.0,2.0,0.4,-5.1,8.1%,14.5%,17.0%,48.4%,7.6%,81,0.7839221783489247,0.032086423454823126,Core Data,Core Data,0.5770052158419818,Core Data
Bruno Fernando,ATL,21,6-9,240,Maryland,Angola,2019,2,34,56,4.3,3.5,0.9,-5.6,8.5%,17.9%,14.7%,54.2%,10.1%,81,0.7839221783489247,0.9428712921553787,Core Data,Core Data,1.221027372702244,Core Data
Bryn Forbes,SAS,26,6-2,205,Michigan State,USA,Undrafted,Undrafted,Undrafted,63,11.2,2.0,1.7,-6.8,0.7%,7.1%,18.5%,57.0%,9.7%,74,-1.2661228968107234,-0.5061046353227778,Core Data,Core Data,-1.2531541057771003,Core Data
Buddy Hield,SAC,27,6-4,220,Oklahoma,Bahamas,2016,1,6,72,19.2,4.6,3.0,-3.1,2.5%,12.4%,26.3%,56.6%,15.3%,76,-0.6803957324793954,0.11488504788214636,Core Data,Core Data,-0.39987643991216326,Core Data
CJ McCollum,POR,28,6-3,190,Lehigh,USA,2013,1,10,70,22.2,4.2,4.4,0.5,1.7%,9.0%,25.7%,54.1%,18.5%,75,-0.9732593146450594,-1.127094318527702,Core Data,Core Data,-1.4851742969062633,Core Data
CJ Miles,WAS,33,6-6,220,None,USA,2005,2,34,10,6.4,1.2,1.2,-1.3,2.1%,5.0%,16.9%,47.2%,9.1%,78,-0.09466856814806733,0.11488504788214636,Core Data,Core Data,0.014295209911686231,Core Data
Caleb Martin,CHA,24,6-5,205,None,USA,Undrafted,Undrafted,Undrafted,18,6.2,2.1,1.3,0.8,3.0%,8.6%,15.2%,59.5%,12.2%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Caleb Swanigan,POR,23,6-9,260,Purdue,USA,2017,1,26,27,2.4,3.7,1.1,-6.5,9.9%,24.8%,13.2%,59.7%,13.8%,81,0.7839221783489247,1.770857536428611,Core Data,Core Data,1.8065020607570277,Core Data
Cam Reddish,ATL,20,6-8,218,Duke,USA,2019,1,10,58,10.5,3.7,1.5,-6.3,2.1%,11.0%,18.5%,50.0%,7.9%,80,0.49105859618326075,0.032086423454823126,Core Data,Core Data,0.36991939093005727,Core Data
Cameron Johnson,PHX,24,6-8,210,North Carolina,USA,2019,1,11,57,8.8,3.3,1.2,1.0,3.7%,10.9%,15.1%,58.6%,7.8%,80,0.49105859618326075,-0.2991080742544698,Core Data,Core Data,0.13572951570814376,Core Data
Cameron Payne,PHX,25,6-1,183,Murray State,USA,2015,1,14,8,10.9,3.9,3.0,23.1,2.3%,13.1%,18.2%,61.2%,18.2%,73,-1.5589864789763876,-1.4168895040233334,Core Data,Core Data,-2.1042620875492872,Core Data
Caris LeVert,BKN,25,6-6,205,Michigan,USA,2016,1,20,45,18.7,4.2,4.4,0.2,3.4%,9.6%,28.4%,51.4%,24.2%,78,-0.09466856814806733,-0.5061046353227778,Core Data,Core Data,-0.42481080612940153,Core Data
Carmelo Anthony,POR,36,6-8,238,Syracuse,USA,2003,1,3,58,15.4,6.3,1.5,0.6,3.6%,14.5%,21.4%,52.5%,6.3%,80,0.49105859618326075,0.8600726677280554,Core Data,Core Data,0.9553940789848409,Core Data
Carsen Edwards,BOS,22,5-11,200,Purdue,USA,2019,2,33,37,3.3,1.3,0.6,-5.5,1.4%,10.7%,17.1%,44.4%,11.1%,71,-2.144713643307716,-0.7131011963910859,Core Data,Core Data,-2.0207802525265706,Core Data
Cedi Osman,CLE,25,6-7,230,None,Turkey,2015,2,31,65,11.0,3.6,2.4,-9.0,2.0%,10.3%,16.2%,55.2%,11.5%,79,0.1981950140175967,0.5288781700187625,Core Data,Core Data,0.5141183788510028,Core Data
Chandler Hutchison,CHI,24,6-7,210,Boise State,USA,2018,1,22,28,7.8,3.9,0.9,-11.9,3.2%,18.0%,18.3%,52.1%,7.7%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Chandler Parsons,ATL,31,6-9,230,Florida,USA,2011,2,38,5,2.8,1.4,0.6,-29.0,1.5%,12.0%,15.0%,38.9%,10.0%,81,0.7839221783489247,0.5288781700187625,Core Data,Core Data,0.9282900286748521,Core Data
Charles Brown Jr.,ATL,23,6-6,199,None,USA,Undrafted,Undrafted,Undrafted,10,2.0,0.4,0.2,33.9,4.0%,4.8%,23.1%,47.2%,7.7%,78,-0.09466856814806733,-0.7545005086047475,Core Data,Core Data,-0.6004532125458366,Core Data
Chasson Randle,GSW,27,6-2,185,Stanford,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.7,1.7,-2.0,0.0%,5.3%,8.0%,37.7%,16.1%,74,-1.2661228968107234,-1.33409087959601,Core Data,Core Data,-1.838628793831884,Core Data
Cheick Diallo,PHX,23,6-8,219,Kansas,Mali,2016,2,33,47,4.7,2.8,0.5,-3.8,6.3%,20.8%,16.9%,68.8%,7.6%,80,0.49105859618326075,0.07348573566848474,Core Data,Core Data,0.39919312533279644,Core Data
Chimezie Metu,SAS,23,6-9,225,USC,USA,2018,2,49,18,3.2,1.8,0.6,-6.7,10.3%,18.6%,21.8%,60.8%,16.4%,81,0.7839221783489247,0.3218816089504544,Core Data,Core Data,0.7819213566611561,Core Data
Chris Boucher,TOR,27,6-9,200,Oregon,Canada,Undrafted,Undrafted,Undrafted,62,6.6,4.5,0.4,5.7,12.1%,18.5%,18.5%,58.7%,4.9%,81,0.7839221783489247,-0.7131011963910859,Core Data,Core Data,0.05007799659267653,Core Data
Chris Chiozza,BKN,24,5-11,175,Florida,USA,Undrafted,Undrafted,Undrafted,28,5.1,1.9,3.0,9.3,2.0%,10.2%,17.5%,49.9%,29.5%,71,-2.144713643307716,-1.7480840017326262,Core Data,Core Data,-2.75262361259505,Outlier
Chris Clemons,HOU,22,5-9,180,None,USA,Undrafted,Undrafted,Undrafted,33,4.9,0.9,0.8,-8.8,1.2%,8.0%,23.5%,54.8%,16.2%,69,-2.730440807639044,-1.5410874406643182,Core Data,Outlier,-3.0204265904052034,Outlier
Chris Paul,OKC,35,6-1,175,Wake Forest,USA,2005,1,4,70,17.6,5.0,6.7,6.9,1.2%,14.3%,22.8%,61.0%,32.4%,73,-1.5589864789763876,-1.7480840017326262,Core Data,Core Data,-2.3384519627712006,Core Data
Chris Silva,MIA,23,6-8,234,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,44,3.0,2.9,0.5,-6.0,16.2%,18.4%,15.5%,65.1%,10.3%,80,0.49105859618326075,0.6944754188734089,Core Data,Core Data,0.8382991413738842,Core Data
Christian Wood,DET,24,6-10,214,UNLV,USA,Undrafted,Undrafted,Undrafted,62,13.1,6.3,1.0,2.0,7.9%,21.4%,22.3%,65.9%,7.4%,82,1.0767857605145887,-0.13351082539982334,Core Data,Core Data,0.6669961031429499,Core Data
Clint Capela,ATL,26,6-10,240,None,Switzerland,2014,1,25,39,13.9,13.8,1.2,2.5,11.8%,26.5%,15.6%,62.6%,5.6%,82,1.0767857605145887,0.9428712921553787,Core Data,Core Data,1.4281131976141688,Core Data
Coby White,CHI,20,6-4,195,North Carolina,USA,2019,1,7,65,13.2,3.5,2.7,-4.4,1.5%,12.8%,23.5%,50.6%,16.2%,76,-0.6803957324793954,-0.920097757459394,Core Data,Core Data,-1.131719799980643,Core Data
Cody Martin,CHA,24,6-5,205,Nevada-Reno,USA,2019,2,36,48,5.0,3.3,2.0,-3.2,3.9%,14.0%,13.1%,50.5%,15.4%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Cody Zeller,CHA,27,7-0,240,Indiana,USA,2013,1,4,58,11.1,7.1,1.5,-8.3,11.0%,19.7%,20.1%,57.6%,11.1%,84,1.662512924845917,0.9428712921553787,Core Data,Core Data,1.842284847438018,Core Data
Collin Sexton,CLE,21,6-1,190,Alabama,USA,2018,1,8,65,20.8,3.1,3.0,-9.2,2.8%,6.9%,26.4%,56.0%,14.6%,73,-1.5589864789763876,-1.127094318527702,Core Data,Core Data,-1.8993459467301128,Core Data
Corey Brewer,SAC,34,6-9,188,Florida,USA,2007,1,7,5,1.0,1.6,0.4,11.2,6.1%,20.0%,8.5%,47.0%,6.3%,81,0.7839221783489247,-1.2098929429550254,Core Data,Core Data,-0.30120681624019363,Core Data
Cory Joseph,SAC,28,6-3,200,Texas,Canada,2011,1,29,72,6.4,2.6,3.5,-0.3,2.4%,8.2%,12.7%,51.7%,19.9%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Courtney Lee,DAL,34,6-5,215,Western Kentucky,USA,2008,1,22,24,4.5,1.3,0.5,6.7,1.9%,7.0%,11.6%,62.9%,4.4%,77,-0.3875321503137314,-0.09211151318616172,Core Data,Core Data,-0.3391592870139344,Core Data
Cristiano Felicio,CHI,27,6-10,270,None,Brazil,Undrafted,Undrafted,Undrafted,22,3.9,4.6,0.7,-7.7,14.4%,13.9%,8.8%,67.1%,5.3%,82,1.0767857605145887,2.184850658565227,Core Data,Core Data,2.3063252296963443,Core Data
D'Angelo Russell,MIN,24,6-4,193,Ohio State,USA,2015,1,2,45,23.1,3.9,6.3,-8.1,1.1%,10.7%,30.5%,55.6%,32.7%,76,-0.6803957324793954,-1.0028963818867171,Core Data,Core Data,-1.190267268786121,Core Data
D.J. Augustin,ORL,32,5-11,183,Texas,USA,2008,1,9,57,10.5,2.1,4.6,1.5,1.5%,6.7%,18.4%,55.4%,28.1%,71,-2.144713643307716,-1.4168895040233334,Core Data,Core Data,-2.5184337373731367,Core Data
D.J. Wilson,MIL,24,6-10,231,Michigan,USA,2017,1,17,37,3.6,2.5,0.7,-6.3,3.1%,18.1%,17.5%,47.5%,10.4%,82,1.0767857605145887,0.5702774822324241,Core Data,Core Data,1.164649587989516,Core Data
DaQuan Jeffries,SAC,22,6-5,230,None,USA,Undrafted,Undrafted,Undrafted,13,3.8,1.4,0.5,3.0,2.1%,10.5%,12.9%,58.6%,6.0%,77,-0.3875321503137314,0.5288781700187625,Core Data,Core Data,0.09994672902715336,Core Data
Damian Jones,ATL,25,6-11,245,Vanderbilt,USA,2016,1,30,55,5.6,3.7,0.6,-12.6,8.0%,15.3%,11.3%,71.2%,5.7%,83,1.369649342680253,1.1498678532236868,Core Data,Core Data,1.7815676945397894,Core Data
Damian Lillard,POR,29,6-2,195,Weber State,USA,2012,1,6,66,30.0,4.3,8.0,1.4,1.3%,9.2%,29.4%,62.7%,33.5%,74,-1.2661228968107234,-0.920097757459394,Core Data,Core Data,-1.5458914498044922,Core Data
Damion Lee,GSW,27,6-5,210,Louisville,USA,Undrafted,Undrafted,Undrafted,49,12.7,4.9,2.7,-4.1,2.1%,14.4%,18.4%,54.8%,13.9%,77,-0.3875321503137314,-0.2991080742544698,Core Data,Core Data,-0.4855279590276303,Core Data
Damyean Dotson,NYK,26,6-5,210,Houston,USA,2017,2,44,48,6.7,1.9,1.2,-5.3,1.1%,9.1%,15.8%,52.7%,10.5%,77,-0.3875321503137314,-0.2991080742544698,Core Data,Core Data,-0.4855279590276303,Core Data
Daniel Gafford,CHI,21,6-10,234,Arkansas,USA,2019,2,38,43,5.1,2.5,0.5,-1.9,8.1%,9.2%,13.1%,68.6%,5.1%,82,1.0767857605145887,0.6944754188734089,Core Data,Core Data,1.2524707911977335,Core Data
Daniel Theis,BOS,28,6-8,245,None,Germany,Undrafted,Undrafted,Undrafted,65,9.2,6.6,1.7,7.0,8.6%,17.2%,14.4%,63.1%,10.4%,80,0.49105859618326075,1.1498678532236868,Core Data,Core Data,1.1603102198040154,Core Data
Danilo Gallinari,OKC,31,6-10,233,None,Italy,2008,1,6,62,18.7,5.2,1.9,5.7,2.0%,15.7%,24.2%,61.2%,9.9%,82,1.0767857605145887,0.6530761066597474,Core Data,Core Data,1.2231970567949944,Core Data
Danny Green,LAL,33,6-6,215,North Carolina,USA,2009,2,46,68,8.0,3.3,1.3,6.4,3.0%,10.0%,13.5%,55.2%,6.9%,78,-0.09466856814806733,-0.09211151318616172,Core Data,Core Data,-0.1320734621020097,Core Data
Dante Exum,CLE,24,6-5,214,None,Australia,2014,1,5,35,4.5,1.9,1.1,-8.8,2.4%,10.9%,14.5%,57.6%,12.4%,77,-0.3875321503137314,-0.13351082539982334,Core Data,Core Data,-0.3684330214166736,Core Data
Danuel House Jr.,HOU,27,6-6,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,63,10.5,4.2,1.3,3.3,2.7%,10.1%,13.5%,57.2%,6.1%,78,-0.09466856814806733,0.11488504788214636,Core Data,Core Data,0.014295209911686231,Core Data
Dario Saric,PHX,26,6-10,225,None,Croatia,2014,1,12,66,10.7,6.2,1.9,-1.2,6.0%,18.6%,17.4%,59.2%,10.5%,82,1.0767857605145887,0.3218816089504544,Core Data,Core Data,0.9890071815730809,Core Data
Darius Bazley,OKC,20,6-8,208,None,USA,2019,1,23,61,5.6,4.0,0.7,-3.2,2.5%,17.2%,14.6%,49.7%,5.4%,80,0.49105859618326075,-0.381906698681793,Core Data,Core Data,0.0771820469026654,Core Data
Darius Garland,CLE,20,6-1,192,Vanderbilt,USA,2019,1,5,59,12.3,1.9,3.9,-8.7,1.4%,4.6%,20.1%,49.8%,18.2%,73,-1.5589864789763876,-1.044295694100379,Core Data,Core Data,-1.8407984779246345,Core Data
Daryl Macon,MIA,24,6-2,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,4,0.8,0.0,0.3,7.6,0.0%,0.0%,16.7%,50.0%,14.3%,74,-1.2661228968107234,-1.33409087959601,Core Data,Core Data,-1.838628793831884,Core Data
David Nwaba,HOU,27,6-5,219,None,USA,Undrafted,Undrafted,Undrafted,20,5.2,2.3,0.4,7.2,2.7%,10.9%,13.9%,62.7%,4.6%,77,-0.3875321503137314,0.07348573566848474,Core Data,Core Data,-0.22206434940297765,Core Data
Davis Bertans,WAS,27,6-10,225,None,Latvia,2011,2,42,54,15.4,4.5,1.7,-0.3,2.1%,13.0%,18.3%,62.8%,8.1%,82,1.0767857605145887,0.3218816089504544,Core Data,Core Data,0.9890071815730809,Core Data
De'Aaron Fox,SAC,22,6-3,185,Kentucky,USA,2017,1,5,51,21.1,3.8,6.8,-4.0,2.1%,9.9%,29.0%,55.8%,33.6%,75,-0.9732593146450594,-1.33409087959601,Core Data,Core Data,-1.6315429689199592,Core Data
De'Andre Hunter,ATL,22,6-7,225,Virginia,USA,2019,1,4,63,12.3,4.5,1.8,-5.5,2.1%,11.6%,17.3%,52.1%,7.9%,79,0.1981950140175967,0.3218816089504544,Core Data,Core Data,0.36774970683730684,Core Data
